date,poster_id,post_id,reactions,link,comments,domain,shares,share_id,has_images,video_id,institution,interest,publication
2015-04-26 16:12:51,600834153,620184071448959,7,http://www.pnas.org/content/107/38/16489.full,0,www.pnas.org,0,,True,,,,
2015-04-27 07:15:13,100000707394276,620517891415577,3,https://www.alternet.org/economy/5-ways-its-become-crime-be-poor-america-punishable-further-impoverishment,0,www.alternet.org,0,,True,,,,
2015-04-29 08:20:04,100000707394276,621554074645292,3,http://ec.europa.eu/social/main.jsp?langId=en&catId=89&newsId=2199&furtherNews=yes,1,ec.europa.eu,0,,True,,go,public,press_release
2015-04-29 09:51:38,100000707394276,621570824643617,0,http://gu.com/p/3y2pb/sfb,0,gu.com,0,,True,,private,business,story
2015-04-29 15:50:18,100000707394276,621672244633475,2,http://timharford.com/2015/04/the-truth-about-inequality/,0,timharford.com,0,,True,,,,
2015-04-30 07:45:32,100000707394276,621948984605801,1,http://blogs.lse.ac.uk/politicsandpolicy/we-are-increasingly-being-governed-by-people-with-a-diminished-experience-of-the-world-beyond-politics/,0,blogs.lse.ac.uk,0,,True,,university,public,story
2015-04-30 19:40:59,100001056927929,622133857920647,2,http://www.voxeu.org/sites/default/files/file/DP10542.pdf,0,www.voxeu.org,0,,False,,ngo,special,story
2015-05-03 17:28:50,586688216,623068647827168,6,http://otsokivekas.fi/2015/04/sosiaaliturvamme-rakentaa-luokkayhteiskuntaa/,0,otsokivekas.fi,0,,True,,personal,political,story
2015-05-04 21:13:18,100001056927929,623650751102291,1,http://blogs.worldbank.org/developmenttalk/much-world-deprived-poverty-data-let-s-fix?CID=EXT_TWBN_D_EXT,0,blogs.worldbank.org,0,,True,,,,
2015-05-05 17:33:16,100000707394276,623946774406022,1,http://www.oecd360.org/finland?utm_source=oecdorg&utm_medium=focusbox&utm_campaign=oecd360launch,0,www.oecd360.org,0,,True,,,,
2015-05-05 21:05:43,100000707394276,624045044396195,1,http://www.savethechildren.org/site/c.8rKLIXMGIpI4E/b.8585863/k.9F31/State_of_the_Worlds_Mothers.htm?msource=wenlpstw0515#.VUkGbadQFZQ.facebook,0,www.savethechildren.org,0,,True,,,,
2015-05-05 21:09:29,100000707394276,624045927729440,0,,2,,0,,True,,,,
2015-05-05 21:15:42,100000707394276,624047357729297,3,http://on.ted.com/Wilkinson,0,on.ted.com,0,,True,,,,
2015-05-05 21:21:36,100000707394276,624048401062526,7,,1,,0,,True,,,,
2015-05-05 21:23:15,100000707394276,624048861062480,7,,2,,0,,True,,,,
2015-05-07 20:52:26,100000707394276,624626971004669,11,,18,,0,,True,,,,
2015-05-09 18:49:47,100004068140067,625285587605474,5,http://www.washingtonpost.com/blogs/worldviews/wp/2015/01/05/how-inequality-made-these-western-countries-poorer/?postshare=8961430902783293,0,www.washingtonpost.com,0,,True,,private,business,story
2015-05-11 16:43:09,600834153,625902420877124,3,https://m.dailykos.com/story/2014/09/26/1332513/--The-most-important-chart-about-the-American-economy-you-ll-see-this-year,0,m.dailykos.com,0,,True,,,,
2015-05-12 14:35:15,100000707394276,626159474184752,0,,3,,0,,True,,,,
2015-05-12 14:39:51,100000707394276,626160307518002,1,https://www.project-syndicate.org/commentary/europe-immigration-inequality-by-kenneth-rogoff-2015-05#hdikZrr3Wz4LBtbv.01,0,www.project-syndicate.org,0,,True,,private,business,story
2015-05-12 14:48:01,100000707394276,626161484184551,1,http://web.stanford.edu/group/scspi/,0,web.stanford.edu,0,,True,,,,
2015-05-13 13:52:31,100000707394276,626424037491629,2,http://blogs.uef.fi/puheenvuoroja/2015/02/19/paholaisen-asianajajana-kuinka-tuhota-hyvinvointivaltio/,0,blogs.uef.fi,0,,True,,university,public,press_release
2015-05-13 13:52:56,100000707394276,626424070824959,6,http://blogs.uef.fi/puheenvuoroja/2015/05/13/suomi-on-alhaisten-sosiaalimenojen-maa/,5,blogs.uef.fi,0,,True,,university,public,press_release
2015-05-13 18:20:37,1068627386,626480370819329,3,,1,,0,,True,,,,
2015-05-14 10:13:46,100000707394276,626750434125656,0,http://ow.ly/MRXgW,0,ow.ly,0,,True,,,,
2015-05-14 11:35:19,100000707394276,626759880791378,4,http://wef.ch/1JYaiZV,0,wef.ch,0,,True,,ngo,special,press_release
2015-05-14 11:38:01,100000707394276,626760197458013,5,http://www.savonsanomat.fi/mielipide/artikkelit/kauna-ja-katkeruus/2045475?pwbi=20b7e6ef1524ea6ed4cf5f5b7b4188fd,3,www.savonsanomat.fi,0,,True,,private,business,story
2015-05-14 12:38:35,100000707394276,626770307457002,1,http://www.brookings.edu/blogs/brookings-now/posts/2015/05/societal-costs-of-obesity?cid=00900015020149101US0001-0513,0,www.brookings.edu,0,,True,,university,public,press_release
2015-05-14 12:40:36,100000707394276,626770767456956,3,http://inequalityforall.com/resources/#/,0,inequalityforall.com,0,,True,,,,
2015-05-16 18:41:50,100000707394276,627493444051355,0,http://www.visionofhumanity.org/#/page/news/1164,0,www.visionofhumanity.org,0,,True,,,,
2015-05-19 14:21:02,608174964,628987390568627,9,http://www.nber.org/papers/w21174,1,www.nber.org,0,,True,,go,public,press_release
2015-05-19 22:19:34,100001056927929,629257193874980,2,https://www.dur.ac.uk/news/newsitem/?itemno=24774,0,www.dur.ac.uk,0,,True,,,,
2015-05-20 08:12:43,100000707394276,629479257186107,7,,1,,0,,True,,,,
2015-05-21 12:05:07,634478757,629851007148932,9,http://www.oecd.org/social/in-it-together-why-less-inequality-benefits-all-9789264235120-en.htm,0,www.oecd.org,0,,True,,ngo,special,press_release
2015-05-21 17:19:02,634478757,629950780472288,6,http://www.oecd.org/statistics/compare-your-income.htm,1,www.oecd.org,0,,False,,ngo,special,press_release
2015-05-22 10:03:51,100004068140067,630152993785400,6,http://www.hs.fi/talous/a1432186490165?jako=523d7313589a0db687fe999415e66037&ref=fb-share,0,www.hs.fi,0,,True,,private,business,story
2015-05-22 12:12:28,100000534913185,630167673783932,6,,0,,0,,True,,,,
2015-05-22 13:31:39,100004068140067,630184677115565,3,http://www.hs.fi/talous/a1432186216076?jako=bd272a710c0f68fd76b4e80eabe4fd52&ref=fb-share,0,www.hs.fi,0,,True,,private,business,story
2015-05-23 02:53:42,600834153,630455007088532,6,https://www.theguardian.com/world/2015/may/22/france-to-force-big-supermarkets-to-give-away-unsold-food-to-charity,0,www.theguardian.com,0,,True,,private,business,story
2015-05-23 13:53:50,100000707394276,630961697037863,6,https://hbr.org/2015/06/the-great-decoupling,4,hbr.org,0,,True,,,,
2015-05-23 15:14:56,100000707394276,630974653703234,1,http://yle.fi/uutiset/8011781,0,yle.fi,0,,True,,go,public,story
2015-05-24 01:02:15,100000707394276,631118437022189,4,http://www.kymensanomat.fi/Online/2015/05/20/Joka%20kolmas%20taiteilija%20kituuttaa%20k%C3%B6yhyysrajan%20alapuolella/2015319069053/4,1,www.kymensanomat.fi,0,,True,,,,
2015-05-24 01:03:13,100000707394276,631118583688841,1,http://www.uusisuomi.fi/kotimaa/81963-kylmaa-kyytia-muille-kuin-keski-ikaisille-valkoisille-hyvatuloisille-heteromiehille#.VWD5DlUYryA.facebook,0,www.uusisuomi.fi,0,,True,,private,business,story
2015-05-24 01:21:37,100000707394276,631121023688597,1,,1,,0,,True,,,,
2015-05-24 11:23:50,100000707394276,631356283665071,0,http://econ.st/1FFsMNW,0,econ.st,0,,True,,private,business,story
2015-05-24 19:41:54,1463386945,631702833630416,2,http://www.rawstory.com/2015/05/jeb-bush-a-tolerant-country-should-allow-discrimination-based-upon-religious-beliefs/#.VWH-fbTand0.facebook,0,www.rawstory.com,0,,True,,,,
2015-05-24 19:54:53,100000707394276,631708780296488,8,http://hyvinvointi.ts.fi/terveys-tiede/sydankuolleisuuden-vaitetty-kasvu-on-taytta-puppua/,10,hyvinvointi.ts.fi,0,,True,,private,business,story
2015-05-25 09:08:01,633681117,632211646912868,6,http://tilastokeskus.fi/til/tjt/2013/04/tjt_2013_04_2015-05-25_tie_001_fi.html,0,tilastokeskus.fi,0,,True,,go,public,press_release
2015-05-25 20:41:01,100000707394276,632485100218856,4,http://www.taloussanomat.fi/ihmiset/2012/12/24/huomisen-suomessa-koyha-tietaa-paikkansa/201244075/139,0,www.taloussanomat.fi,0,,True,,private,business,story
2015-05-25 22:27:44,100000707394276,632504766883556,0,,0,,0,,True,,,,
2015-05-26 07:50:04,100000707394276,632618413538858,11,http://yle.fi/uutiset/suomi_on_hyva_maa_vain_80_prosentille_kansasta/8005676,3,yle.fi,0,,True,,go,public,story
2015-05-27 08:25:21,100000707394276,632910010176365,5,http://econ.st/1K8K2cu,0,econ.st,0,,True,,private,business,story
2015-05-27 13:59:43,100000534913185,632956353505064,4,,8,,0,,True,,,,
2015-05-27 23:42:55,586688216,633097016824331,3,http://www.mll.fi/blogi/?x16855855=w25733393,1,www.mll.fi,0,,True,,,,
2015-05-28 16:20:56,1068627386,633275276806505,6,,0,,0,,True,,,,
2015-05-29 09:33:39,1463386945,633600090107357,1,http://www.ts.fi/uutiset/turun+seutu/774673/Turku+sulkee+yleisovessansa+kerjalaisten+takia,0,www.ts.fi,0,,True,,private,business,story
2015-05-29 16:44:42,100000707394276,633696366764396,27,,4,,0,,True,,,,
2015-05-29 16:59:12,100000707394276,633698906764142,19,,2,,0,,True,,,,
2015-05-29 17:19:56,100000707394276,633703586763674,10,,0,,0,,True,,,,
2015-05-30 15:11:13,586688216,633942443406455,1,http://www.valomerkki.fi/vantaan-lauri/vantaan-lauri-arkisto/jeesus-ja-julkinen-sektori,0,www.valomerkki.fi,0,,True,,go,special,story
2015-05-31 08:15:57,100000707394276,634160363384663,1,http://hdr.undp.org/en/25-years-infographics,0,hdr.undp.org,0,,True,,,,
2015-05-31 08:27:28,100000707394276,634161283384571,4,https://m.youtube.com/watch?v=qd7jCZs_vBg,0,m.youtube.com,0,,True,,personal,business,story
2015-05-31 08:40:40,100000707394276,634162896717743,2,http://uk.businessinsider.com/santa-clara-homelessness-study-2015-5,0,uk.businessinsider.com,0,,True,,private,business,story
2015-05-31 09:10:40,100000707394276,634166600050706,6,http://suomenkuvalehti.fi/syrjassa-vaaleista/2015/05/26/nykyiset-talousongelmat-ovat-pienia-tuleviin-verrattuna/,1,suomenkuvalehti.fi,0,,True,,private,business,story
2015-05-31 09:23:55,1463386945,634168160050550,0,http://www.hs.fi/kulttuuri/a1432952704008?jako=6b23dd2d71774642ca0a88aea0cfd5d8&ref=fb-share,0,www.hs.fi,0,,True,,private,business,story
2015-05-31 11:25:49,100001056927929,634188620048504,1,http://www.vagabomb.com/This-Comic-Will-Forever-Change-the-Way-You-Look-at-Privilege/,0,www.vagabomb.com,0,,True,,,,
2015-06-01 17:41:03,100000707394276,634585093342190,2,http://www.uusisuomi.fi/kotimaa/82558-sipila-lupasi-leikata-11-742-euroaan-ek-piti-heti-palaverin#.VWxu2UWv99c.facebook,2,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-01 19:08:26,100000707394276,634617226672310,5,http://areena.yle.fi/1-2817543,1,areena.yle.fi,0,,True,,go,public,story
2015-06-01 21:31:33,100000707394276,634644663336233,6,http://www.uusisuomi.fi/kotimaa/82568-amerikkalainen-unelma-loytyy-suomesta-nytko-se-paattyi-kysyy-professori-jani-erola,1,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-02 09:23:25,100000707394276,634820236652009,6,http://www.eapn.fi/hallitusohjelma-koyhyyden-ja-syrjaytymisen-vahentamisen-nakokulmasta/,0,www.eapn.fi,0,,True,,ngo,special,press_release
2015-06-02 10:02:30,686207698,634826999984666,0,http://www.vihrealanka.fi/uutiset-kotimaa/uusi-laskelma-n%C3%A4in-hyv%C3%A4tuloiset-nettoavat-sipil%C3%A4n-veropolitiikalla,0,www.vihrealanka.fi,0,,True,,ngo,political,story
2015-06-02 10:33:09,100000707394276,634830386650994,23,http://minimahti.net/2015/06/02/taloustutkija-pantzar-hallituksen-tilannekuva-ja-reseptit-ovat-vaaria-leikkaukset-hyydyttavat-talouden-ja-kiristysyritys-uhkaa-yhteiskuntarauhaa/,0,minimahti.net,0,,True,,,,
2015-06-02 11:56:19,728743561,634843313316368,5,http://minimahti.net/2015/06/02/taloustutkija-pantzar-hallituksen-tilannekuva-ja-reseptit-ovat-vaaria-leikkaukset-hyydyttavat-talouden-ja-kiristysyritys-uhkaa-yhteiskuntarauhaa/,0,minimahti.net,0,,True,,,,
2015-06-02 18:52:12,1463386945,634920736641959,8,http://www.suomenmaa.fi/etusivu/7495534.html#.VW3RE4w_nvc.facebook,0,www.suomenmaa.fi,0,,True,,ngo,political,story
2015-06-02 23:31:52,100001056927929,634981719969194,0,https://m.youtube.com/watch?v=BQUp2vWlAjc&feature=youtu.be,0,m.youtube.com,0,,True,,personal,business,story
2015-06-03 08:37:08,640063542,635114376622595,7,http://pahamaa.info/index/mika_ihmeen_kestavyysvaje/0-7,2,pahamaa.info,0,,True,,,,
2015-06-03 18:59:16,100000707394276,635318296602203,7,http://www.talouselama.fi/uutiset/professori+vakinaisessa+tyosuhteessa+olevat+ovat+2000luvun+aristokratiaa/a2309346,1,www.talouselama.fi,0,,True,,private,business,story
2015-06-03 19:05:59,100000707394276,635319546602078,12,http://www.talouselama.fi/uutiset/saastot+eivat+vastaa+puheita+ennen+vaaleja++ksml+huippuvirkamies+pitaa+kuntien+saastotavoitetta+eparealistisena/a2309356,1,www.talouselama.fi,0,,True,,private,business,story
2015-06-03 19:22:33,100000707394276,635325666601466,9,http://www.uusisuomi.fi/kotimaa/82674-hyvaosaisten-taytyy-ilmoittautua-veronmaksuun-tama-kornia#.VW8pt48alg4.facebook,0,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-03 21:17:24,600834153,635362746597758,5,http://finlandpolitics.org/2015/06/03/sipilas-social-contract-is-the-government-very-clever-very-inexperienced-or-simply-dumb/,0,finlandpolitics.org,0,,True,,private,business,story
2015-06-04 07:18:06,100000707394276,635534023247297,41,,11,,0,,True,,,,
2015-06-04 09:39:31,100000707394276,635551056578927,18,http://www.gaudeamus.fi/huono-osaiset/,9,www.gaudeamus.fi,0,,True,,private,business,press_release
2015-06-04 09:59:36,100000707394276,635598589907507,4,http://www.ts.fi/mielipiteet/lukijoilta/460780/Kestavampia+saastotoimia,0,www.ts.fi,0,,True,,private,business,story
2015-06-04 10:34:19,100000707394276,635602323240467,3,http://www.etk.fi/fi/service/etusivu/304/arkisto?contentPath=fi%2Fkolumnit_uusi%2F04062015_miksi_te_tutkitte_elaketurvan_luottamusta&date=04.06.2015&tab=columns#.VW_94cRqTeI.facebook,0,www.etk.fi,0,,True,,go,public,press_release
2015-06-04 16:59:16,1011968948,635742636559769,24,,3,,0,,False,,,,
2015-06-04 18:39:51,100006207012011,635769346557098,1,,1,,0,,False,,,,
2015-06-04 23:34:43,100000707394276,635837313216968,5,http://www.uusisuomi.fi/kotimaa/82728-hallituksen-200miljeun-leikkaus-ihmiset-jaavat-pois-tyosta-pysyvasti,0,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-05 08:53:28,100000707394276,635944666539566,10,https://www.kotimaa24.fi/artikkeli/piispat-vastaavat-sipilalle-koyhyyden-poistaminen-ei-ole-hyvantekevaisyytta/?katselukoodi=2f33b9b2a11b67763102d8df008f6e73428e212a7281717dcc0798a1ae9bea62&utm_source=gmoa&utm_medium=facebook&utm_content=pagepost&utm_campaign=kesa15#.VXE5L8WLcqI.facebook,0,www.kotimaa24.fi,0,,True,,private,business,story
2015-06-05 09:52:15,100000707394276,635958513204848,4,,5,,0,,True,,,,
2015-06-05 16:11:27,100000707394276,636034879863878,1,,0,,0,,True,,,,
2015-06-05 16:38:57,100000534913185,636040513196648,2,http://www.europeansocialsurvey.org/about/project_specification.html,0,www.europeansocialsurvey.org,0,,True,,,,
2015-06-05 21:07:01,786863508,636120899855276,3,http://www.newstatesman.com/politics/2015/06/amartya-sen-economic-consequences-austerity,0,www.newstatesman.com,0,,True,,,,
2015-06-07 12:30:51,100000707394276,636699506464082,1,http://t.co/0FEXz0Humc,0,t.co,0,,True,,,,
2015-06-07 13:14:50,100000707394276,636706269796739,7,http://www.savonsanomat.fi/savo/ulkosuomalainen-professori-kummeksuu-sosiaaliturvaa/2062187?pwbi=8923ab0fff49763b0a1233f821964274,4,www.savonsanomat.fi,0,,True,,private,business,story
2015-06-08 08:45:29,1050501279,636996446434388,2,https://unsdsn.org/wp-content/uploads/2015/05/FINAL-SDSN-Indicator-Report-WEB.pdf,0,unsdsn.org,0,,False,,,,
2015-06-08 19:52:54,1218166562,637125263088173,4,http://www.newyorker.com/tech/elements/what-poverty-does-to-the-young-brain?mbid=social_facebook,0,www.newyorker.com,0,,True,,,,
2015-06-09 10:22:40,100000707394276,637351049732261,11,http://yle.fi/uutiset/juopa_hyvinvoivien_ja_leipaa_jonottavien_valilla_voi_olla_turvallisuusuhka/8054118,0,yle.fi,0,,True,,go,public,story
2015-06-09 12:10:08,100000707394276,637380406395992,6,http://www.vihrealanka.fi/uutiset-kotimaa/tulonjako-uusiksi-sipil%C3%A4n-hallitus-on-aivan-toista-maata-kuin-edelt%C3%A4j%C3%A4ns%C3%A4,0,www.vihrealanka.fi,0,,True,,ngo,political,story
2015-06-09 17:17:11,100000707394276,637467963053903,8,http://www.uusisuomi.fi/kotimaa/82900-kelan-laskelma-julki-leikkuri-vie-jopa-300-eukk#.VXb1W4yKXes.facebook,16,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-09 22:42:45,586688216,637568783043821,0,http://www.iltalehti.fi/uutiset/2015060919833751_uu.shtml,0,www.iltalehti.fi,0,,True,,private,business,story
2015-06-10 09:05:06,1463386945,637756209691745,2,http://yle.fi/uutiset/pt_sipila_sysasi_tutkimuslaitokset_syrjaan__karkihankkeet_yhden_totuuden_varassa/8059772,0,yle.fi,0,,True,,go,public,story
2015-06-11 20:00:19,1463386945,638253166308716,4,http://www.uusisuomi.fi/kotimaa/82955-nain-suomi-pistaa-silmaan-kartalla-aarimmaisen-noloa#.VXm-gwNRpVe.facebook,0,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-13 10:01:04,100000707394276,638900296244003,1,https://www.amazon.co.uk/Injustice-Social-Inequality-Still-Persists/dp/1447320751/ref=sr_1_2?ie=UTF8&qid=1434178749&sr=8-2&keywords=injustice+dorling,0,www.amazon.co.uk,0,,True,,private,business,story
2015-06-13 10:02:49,100000707394276,638900462910653,2,http://www.worldmapper.org/,0,www.worldmapper.org,0,,True,,,,
2015-06-13 10:14:44,100000707394276,638901816243851,2,http://www.huffingtonpost.co.uk/2015/06/11/statistics-refused-benefits-death_n_7561918.html,0,www.huffingtonpost.co.uk,0,,True,,,,
2015-06-13 12:17:42,100000707394276,638923292908370,2,http://www.fcg.fi/fin/palvelut/verkostohankkeet/terveysturva_ja_sen_rahoitus/,1,www.fcg.fi,0,,True,,,,
2015-06-14 16:28:09,1463386945,639284679538898,3,https://perustuslakiblogi.wordpress.com/2015/06/08/juha-lavapuro-tuomas-ojanen-hallitusohjelma-ja-perustuslaki-tippuiko-perustuslaki-pois-prosessikaaviosta/,0,perustuslakiblogi.wordpress.com,0,,True,,personal,,story
2015-06-14 21:35:19,100000707394276,639387466195286,16,,0,,0,,True,,,,
2015-06-14 21:57:56,100000707394276,639391682861531,4,http://tuomioja.org/blogi/2015/06/talouspolitiikan-raskaimmat-virheet-ovat-vasta-tulossa/,0,tuomioja.org,0,,True,,,,
2015-06-15 07:35:00,100000707394276,639571776176855,2,http://gu.com/p/49mng/sfb,0,gu.com,0,,True,,private,business,story
2015-06-15 11:12:13,100000610633083,639603542840345,4,https://www.nytimes.com/2015/06/14/opinion/sunday/nicholas-kristof-its-not-just-about-bad-choices.html?action=click&contentCollection=Economy&module=MostEmailed&version=Full&region=Marginalia&src=me&pgtype=article,1,www.nytimes.com,0,,True,,private,business,story
2015-06-15 12:39:06,100000707394276,639618099505556,4,http://www.maaseuduntulevaisuus.fi/cm/2.176/mielipiteet/lukijalta/asumistuki-valuu-rikkaimpien-taskuun-1.55652,1,www.maaseuduntulevaisuus.fi,0,,True,,private,business,story
2015-06-15 14:43:44,100000707394276,639646036169429,2,http://www.aamulehti.fi/Kotimaa/1194985796448/artikkeli/puheenaihe+olemme+samassa+veneessa+heikompien+tueksi+on+asetuttava+ehdoitta.html,0,www.aamulehti.fi,0,,True,,private,business,story
2015-06-16 11:51:45,569859423,639980992802600,2,http://yle.fi/uutiset/tyolla_parjaaminen_on_myytti__suomessa_on_puoli_miljoonaa_tyossakayvaa_koyhaa/8078329,0,yle.fi,0,,True,,go,public,story
2015-06-16 15:46:11,100000707394276,640023569465009,7,http://www.eva.fi/blog/2015/06/15/eva-arvio-pitkat-talkoot/#.VYAabxrS6Pw.facebook,3,www.eva.fi,0,,True,,ngo,business,press_release
2015-06-16 19:01:49,100000707394276,640073992793300,9,http://gu.com/p/49z44/sfb,1,gu.com,0,,True,,private,business,story
2015-06-16 21:29:56,100000707394276,640104719456894,4,https://timoharakka.blogspot.com/2015/06/sipilan-sidonnaisuusilmoituksen-pitaisi.html?spref=fb,0,timoharakka.blogspot.com,0,,True,,,,
2015-06-17 06:32:38,1463386945,640293326104700,9,http://www.hs.fi/paakirjoitukset/a1434429143761?jako=1a4cdaac88df44f8bbab28f01792262a&ref=fb-share,0,www.hs.fi,0,,True,,private,business,story
2015-06-17 10:09:39,100004558920046,640340222766677,4,http://www.hs.fi/paivanlehti/17062015/a1434433037434,1,www.hs.fi,0,,True,,private,business,story
2015-06-17 20:11:21,1463386945,640476389419727,0,,0,,0,1482634675361313,False,1482634675361313,,,
2015-06-18 00:25:34,100001056927929,640555732745126,1,http://www.oecd.org/economy/Financial-sector-must-promote-inclusive-growth.htm,0,www.oecd.org,0,,False,,ngo,special,press_release
2015-06-18 09:15:36,100000707394276,640666209400745,5,http://www.karjalainen.fi/uutiset/uutis-alueet/maakunta/item/78017-raakkyla-maksanee-ensi-kuussa-velkansa-attendolle,3,www.karjalainen.fi,0,,True,,private,business,story
2015-06-18 09:16:47,100000707394276,640666326067400,0,http://www.annikasaarikko.fi/talous-ja-tasa-arvo/,0,www.annikasaarikko.fi,0,,True,,,,
2015-06-18 11:01:40,639005778,640681189399247,2,http://www.vihrealanka.fi/uutiset-kotimaa/hallitusohjelma-tuo-miehille-yli-kolme-kertaa-enemm%C3%A4n-rahaa-kuin-naisille,0,www.vihrealanka.fi,0,,False,,ngo,political,story
2015-06-18 11:06:28,100000707394276,640681832732516,2,http://www.tela.fi/medialle/tela_blogi/arkisto/1/0/viela_on_virtaa_uusille_kokemuksille,0,www.tela.fi,0,,True,,go,special,press_release
2015-06-18 20:20:05,100000707394276,640825889384777,4,https://www.amazon.co.uk/gp/product/0691164371?ref_=pd_ys_ir_all_55,2,www.amazon.co.uk,0,,True,,private,business,story
2015-06-19 15:02:18,100000707394276,641273089340057,0,http://www.kauppalehti.fi/uutiset/suomen-koulutustaso-painuu-alle-oecd-keskiarvon/2Ry6vXJf,0,www.kauppalehti.fi,0,,True,,private,business,story
2015-06-19 15:03:51,100000707394276,641273286006704,11,http://www.kodinkuvalehti.fi/artikkeli/lue/suorat_sanat/heikki_hiilamo_kiltti_tytar_hoivaa_kaikkia,1,www.kodinkuvalehti.fi,0,,True,,,,
2015-06-20 14:33:15,100000707394276,641653655968667,5,http://www.psmag.com/business-economics/trickle-down-economics-is-indeed-a-joke,0,www.psmag.com,0,,True,,,,
2015-06-20 14:37:53,100000707394276,641654439301922,3,http://www.uusisuomi.fi/kotimaa/83379-tutkimus-paljasti-yllattavan-tiedon-suomalaisten-lomista-lahes-joka-toinen,5,www.uusisuomi.fi,0,,True,,private,business,story
2015-06-20 17:31:31,1463386945,641704375963595,1,http://hbl.fi/kultur/2015-06-18/759527/dikter-fran-en-orolig-sommar,0,hbl.fi,0,,True,,private,business,story
2015-06-21 12:55:48,100000707394276,642157985918234,11,http://www.mtv.fi/uutiset/kotimaa/artikkeli/nain-riipaisevasti-elakelaiset-kertovat-koyhyydestaan-en-tieda-mihin-menen-asumaan/5190086#.VYZl3Ab6FLt.facebook,30,www.mtv.fi,0,,True,,private,business,story
2015-06-21 17:54:57,100000707394276,642329159234450,2,https://www.nytimes.com/2015/06/21/opinion/the-cost-of-letting-young-people-drift.html?smid=fb-share,0,www.nytimes.com,0,,True,,private,business,story
2015-06-21 19:32:59,1050501279,642378002562899,3,http://www.happycounts.org/how-happy-are-you-take-the-gross-national-happiness-index-survey.html,2,www.happycounts.org,0,,True,,,,
